Untitled report
"November 1, 2025 - November 30, 2025"
Campaign,Day,Gender,Age,Currency code,Cost,Impr.,Clicks
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-18,Female,25 - 34,INR,553.63,"4,718",194
PRO_Search_|_Oct_25,2025-11-18,Male,35 - 44,INR,367.05,246,32
PRO_Search_|_Oct_25,2025-11-18,Female,35 - 44,INR,190.07,282,16
PRO_Search_|_Oct_25,2025-11-18,Unknown,35 - 44,INR,9.57,3,1
ME_Search_|_Oct_25,2025-11-18,Male,35 - 44,INR,234.80,116,10
ME_Search_|_Oct_25,2025-11-18,Female,35 - 44,INR,220.35,119,12
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-18,Female,35 - 44,INR,212.36,"2,175",78
PRO_Search_|_Oct_25,2025-11-18,Male,45 - 54,INR,25.62,52,2
PRO_Search_|_Oct_25,2025-11-18,Female,45 - 54,INR,157.73,85,10
PRO_Search_|_Oct_25,2025-11-18,Unknown,45 - 54,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-18,Male,45 - 54,INR,68.80,48,3
ME_Search_|_Oct_25,2025-11-18,Female,45 - 54,INR,115.41,44,7
PRO_Search_|_Oct_25,2025-11-18,Male,55 - 64,INR,80.68,22,4
PRO_Search_|_Oct_25,2025-11-18,Female,55 - 64,INR,83.31,29,5
ME_Search_|_Oct_25,2025-11-18,Male,55 - 64,INR,13.53,12,1
ME_Search_|_Oct_25,2025-11-18,Female,55 - 64,INR,103.64,12,4
PRO_Search_|_Oct_25,2025-11-18,Male,65+,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-18,Female,65+,INR,8.17,9,2
ME_Search_|_Oct_25,2025-11-18,Male,65+,INR,0.00,11,0
ME_Search_|_Oct_25,2025-11-18,Female,65+,INR,194.51,9,8
PRO_Search_|_Oct_25,2025-11-18,Male,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-18,Female,Unknown,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-18,Unknown,Unknown,INR,1457.18,"1,371",129
ME_Search_|_Oct_25,2025-11-18,Male,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-18,Female,Unknown,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-18,Unknown,Unknown,INR,1071.33,"1,003",72
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-18,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-19,Male,18 - 24,INR,260.37,232,28
PRO_Search_|_Oct_25,2025-11-19,Female,18 - 24,INR,471.94,618,60
ME_Search_|_Oct_25,2025-11-19,Male,18 - 24,INR,118.07,111,7
ME_Search_|_Oct_25,2025-11-19,Female,18 - 24,INR,402.60,253,28
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-19,Female,18 - 24,INR,185.24,"1,696",63
PRO_Search_|_Oct_25,2025-11-19,Male,25 - 34,INR,553.01,428,64
PRO_Search_|_Oct_25,2025-11-19,Female,25 - 34,INR,729.54,802,79
ME_Search_|_Oct_25,2025-11-19,Male,25 - 34,INR,391.46,284,27
ME_Search_|_Oct_25,2025-11-19,Female,25 - 34,INR,918.34,419,53
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-19,Female,25 - 34,INR,560.06,"4,608",193
PRO_Search_|_Oct_25,2025-11-19,Male,35 - 44,INR,204.74,210,17
PRO_Search_|_Oct_25,2025-11-19,Female,35 - 44,INR,290.86,290,27
ME_Search_|_Oct_25,2025-11-19,Male,35 - 44,INR,291.01,124,16
ME_Search_|_Oct_25,2025-11-19,Female,35 - 44,INR,154.43,137,14
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-19,Female,35 - 44,INR,177.50,"2,404",61
PRO_Search_|_Oct_25,2025-11-19,Male,45 - 54,INR,83.36,79,6
PRO_Search_|_Oct_25,2025-11-19,Female,45 - 54,INR,230.70,85,12
ME_Search_|_Oct_25,2025-11-19,Male,45 - 54,INR,61.23,34,2
ME_Search_|_Oct_25,2025-11-19,Female,45 - 54,INR,164.51,46,7
PRO_Search_|_Oct_25,2025-11-19,Male,55 - 64,INR,23.68,27,3
PRO_Search_|_Oct_25,2025-11-19,Female,55 - 64,INR,37.40,6,3
PRO_Search_|_Oct_25,2025-11-19,Unknown,55 - 64,INR,13.24,1,1
ME_Search_|_Oct_25,2025-11-19,Male,55 - 64,INR,12.92,15,2
ME_Search_|_Oct_25,2025-11-19,Female,55 - 64,INR,26.92,16,1
PRO_Search_|_Oct_25,2025-11-19,Male,65+,INR,5.29,8,1
PRO_Search_|_Oct_25,2025-11-19,Female,65+,INR,49.47,5,2
ME_Search_|_Oct_25,2025-11-19,Male,65+,INR,21.62,15,2
ME_Search_|_Oct_25,2025-11-19,Female,65+,INR,64.01,13,3
PRO_Search_|_Oct_25,2025-11-19,Male,Unknown,INR,0.34,6,1
PRO_Search_|_Oct_25,2025-11-19,Female,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-19,Unknown,Unknown,INR,1095.11,"1,176",98
ME_Search_|_Oct_25,2025-11-19,Male,Unknown,INR,7.60,4,1
ME_Search_|_Oct_25,2025-11-19,Unknown,Unknown,INR,902.22,905,65
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-19,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-20,Male,18 - 24,INR,243.82,342,33
PRO_Search_|_Oct_25,2025-11-20,Female,18 - 24,INR,604.20,799,62
PRO_Search_|_Oct_25,2025-11-20,Unknown,18 - 24,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-20,Male,18 - 24,INR,347.61,884,27
ME_Search_|_Oct_25,2025-11-20,Female,18 - 24,INR,266.93,840,28
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-20,Female,18 - 24,INR,191.14,"1,955",66
PRO_Search_|_Oct_25,2025-11-20,Male,25 - 34,INR,731.06,622,66
PRO_Search_|_Oct_25,2025-11-20,Female,25 - 34,INR,1008.50,"1,274",99
ME_Search_|_Oct_25,2025-11-20,Male,25 - 34,INR,681.91,"1,443",32
ME_Search_|_Oct_25,2025-11-20,Female,25 - 34,INR,608.58,"1,594",48
ME_Search_|_Oct_25,2025-11-20,Unknown,25 - 34,INR,0.00,2,0
